cod_item,periodo,mao_de_obra,materia_prima,gasto_geral
170,02/2023,292.31,878.15,402.67
170,03/2023,19.39,180.12,375.7
170,04/2023,293.22,962.37,234.37
170,05/2023,597.25,1366.5,155.24
170,06/2023,808.13,1068.32,262.45
170,07/2023,598.97,1210.68,52.98
171,01/2021,131.37,19.14,343.97
171,02/2021,74.82,575.33,165.84
171,03/2021,817.14,964.61,42.77
171,04/2021,490.9,1125.73,214.01
171,05/2021,961.88,752.11,382.91
171,06/2021,124.39,164.35,274.07
171,07/2021,98.23,1165.25,271.89
171,08/2021,522.16,1337.94,87.95
171,09/2021,831.94,660.79,270.57
171,10/2021,805.24,69.73,340.37
171,11/2021,626.52,535.88,415.97
171,12/2021,694.36,302.74,287.61
171,01/2022,259.11,977.22,450.41
171,02/2022,569.38,977.64,230.58
171,03/2022,688.81,496.57,401.18
171,04/2022,724.57,905.05,451.7
171,05/2022,878.13,525.31,168.87
171,06/2022,854.24,818.89,456.58
171,07/2022,762.56,600.24,32.17
171,08/2022,673.82,725.3,96.79
171,09/2022,781.29,870.23,311.39
171,10/2022,446.86,289.22,144.79
171,11/2022,390.16,199.02,115.56
171,12/2022,103.65,41.27,338.24
171,01/2023,835.63,1174.3,446.9
171,02/2023,790.97,1073.35,237.85
171,03/2023,283.97,957.13,12.45
171,04/2023,296.59,214.31,100.64
171,05/2023,345.52,435.77,420.71
171,06/2023,315.29,1049.67,41.45
171,07/2023,439.01,713.29,214.42
172,01/2021,198.28,1137.56,244.33
172,02/2021,458.9,1305.3,36.42
172,03/2021,430.36,177.51,315.92
172,04/2021,720.91,140.66,100.59
172,05/2021,780.49,1290.39,310.58
172,06/2021,883.42,576.66,441.07
172,07/2021,401.25,164.43,405.17
172,08/2021,884.35,573.12,298.48
172,09/2021,336.08,1269.77,175.78
172,10/2021,50.88,1077.18,279.22
172,11/2021,890.99,678.47,23.78
172,12/2021,278.51,181.96,351.27
172,01/2022,579.53,253.57,391.54
172,02/2022,972.17,708.18,417.88
172,03/2022,225.41,1046.07,205.42
172,04/2022,782.99,752.39,468.38
172,05/2022,65.93,177.95,127.77
172,06/2022,938.95,776.82,299.4
172,07/2022,380.74,960.32,450.08
172,08/2022,290.96,453.68,37.28
172,09/2022,318.77,794.67,380.27
172,10/2022,742.73,316.84,129.05
172,11/2022,592.01,26.44,421.77
172,12/2022,936.84,563.97,54.15
172,01/2023,413.22,1094.59,329.05
172,02/2023,696.76,713.02,77.11
172,03/2023,453.58,1047.47,255.83
172,04/2023,966.48,292.19,110.63
172,05/2023,616.26,96.51,488.99
172,06/2023,384.07,256.84,273.55
172,07/2023,904.47,982.68,475.98
173,01/2021,761.53,1443.36,5.99
173,02/2021,596.67,416.65,454.86
173,03/2021,522.93,1430.51,17.79
173,04/2021,544.89,1300.03,49.51
173,05/2021,418.01,84.07,25.56
173,06/2021,881.6,1217.42,259.98
173,07/2021,80.18,142.01,256.03
173,08/2021,606.77,1394.21,106.33
173,09/2021,658.7,838.67,281.25
173,10/2021,124.47,128.86,279.64
173,11/2021,751.78,441.61,87.71
173,12/2021,301.23,843.15,482.27
173,01/2022,323.58,462.42,386.19
173,02/2022,480.18,236.06,126.35
173,03/2022,915.61,939.22,171.14
173,04/2022,734.4,1331.62,368.43
173,05/2022,244.45,721.49,372.57
173,06/2022,505.84,1213.63,406.72
173,07/2022,18.1,597.58,122.83
173,08/2022,501.05,64.28,26.24
173,09/2022,445.92,163.99,467.63
173,10/2022,745.5,465.14,405.14
173,11/2022,965.61,1029.53,24.91
173,12/2022,397.74,1479.92,90.7
173,01/2023,612.27,134.34,82.58
173,02/2023,351.96,1277.37,84.57
173,03/2023,835.46,1248.02,114.42
173,04/2023,427.76,629.27,429.48
173,05/2023,404.42,546.23,394.59
173,06/2023,287.46,16.16,185.01
173,07/2023,587.53,607.78,403.67
174,01/2021,984.67,203.69,88.81
174,02/2021,934.63,1161.14,430.39
174,03/2021,518.44,1243.66,130.4
174,04/2021,654.11,2.72,372.66
174,05/2021,761.67,434.59,385.43
174,06/2021,643.23,233.75,92.07
174,07/2021,899.69,1040.85,120.87
174,08/2021,141.06,932.18,161.98
174,09/2021,720.66,92.92,98.87
174,10/2021,132.61,268.45,157.17
174,11/2021,740.58,1374.6,405.85
174,12/2021,754.93,1046.38,297.1
174,01/2022,452.45,1031.67,210.77
174,02/2022,440.16,932.6,2.88
174,03/2022,432.01,266.64,330.77
174,04/2022,496.13,944.4,99.24
174,05/2022,564.67,471.27,352.25
174,06/2022,519.58,1316.24,87.94
174,07/2022,930.04,1435.49,498.9
174,08/2022,539.36,654.51,123.73
174,09/2022,505.43,832.77,356.6
174,10/2022,683.52,1050.08,259.83
174,11/2022,486.92,965.97,110.28
174,12/2022,868.01,292.98,341.94
174,01/2023,326.91,1251.62,334.15
174,02/2023,508.62,1358.2,479.89
174,03/2023,230.03,711.27,250.51
174,04/2023,577.99,711.44,57.62
174,05/2023,520.68,435.51,38.09
174,06/2023,294.76,1132.4,228.26
174,07/2023,213.69,678.23,281.06
175,01/2021,798.61,1418.06,23.76
175,02/2021,256.0,1042.49,154.35
175,03/2021,285.41,1469.49,361.31
175,04/2021,968.14,723.17,291.26
175,05/2021,866.53,750.52,112.04
175,06/2021,475.12,787.52,204.08
175,07/2021,183.95,1165.16,498.59
175,08/2021,502.53,933.5,52.06
175,09/2021,398.54,963.68,125.5
175,10/2021,282.89,191.02,1.72
175,11/2021,768.78,1393.09,66.88
175,12/2021,676.83,649.62,34.33
175,01/2022,802.72,271.15,427.39
175,02/2022,582.38,733.89,44.9
175,03/2022,711.75,278.72,396.94
175,04/2022,671.8,112.81,88.66
175,05/2022,107.21,1122.46,182.03
175,06/2022,107.54,1460.4,40.2
175,07/2022,32.03,1423.06,154.55
175,08/2022,580.95,1220.07,421.98
175,09/2022,389.55,1037.36,334.17
175,10/2022,733.73,779.22,471.63
175,11/2022,450.7,1043.73,498.23
175,12/2022,451.49,594.3,282.59
175,01/2023,292.11,49.03,304.56
175,02/2023,727.53,571.23,102.97
175,03/2023,196.85,1027.82,415.82
175,04/2023,779.93,610.37,48.01
175,05/2023,183.09,1492.13,494.08
175,06/2023,289.51,1260.85,348.8
175,07/2023,463.07,699.27,330.88
176,01/2021,638.98,1135.2,343.69
176,02/2021,161.23,358.62,97.17
176,03/2021,983.3,109.82,214.97
176,04/2021,592.36,1495.38,41.13
176,05/2021,375.01,373.41,267.11
176,06/2021,727.87,517.58,198.65
176,07/2021,405.13,551.2,6.0
176,08/2021,433.15,981.25,309.13
176,09/2021,508.55,814.29,255.32
176,10/2021,2.78,597.71,488.36
176,11/2021,45.22,835.07,65.58
176,12/2021,806.2,71.93,414.99
176,01/2022,750.73,1386.26,114.92
176,02/2022,484.94,1322.97,125.3
176,03/2022,187.48,541.38,423.08
176,04/2022,230.27,1154.48,487.67
176,05/2022,652.68,628.84,259.67
176,06/2022,791.86,1363.01,332.42
176,07/2022,970.56,913.54,21.01
176,08/2022,224.55,133.06,466.14
176,09/2022,974.01,1365.55,231.48
176,10/2022,618.04,797.58,48.18
176,11/2022,166.1,1416.72,215.14
176,12/2022,71.4,756.83,135.49
176,01/2023,103.99,4.99,128.71
176,02/2023,223.61,1480.13,71.5
176,03/2023,705.13,1321.3,437.43
176,04/2023,746.1,551.01,489.6
176,05/2023,793.93,923.66,349.88
176,06/2023,721.66,1411.25,99.61
176,07/2023,840.33,647.53,331.15
177,01/2021,31.91,1206.15,242.01
177,02/2021,468.22,744.43,300.03
177,03/2021,999.08,651.08,207.38
177,04/2021,261.19,1486.63,336.72
177,05/2021,858.29,370.13,449.03
177,06/2021,586.6,1402.41,44.0
177,07/2021,584.64,24.26,205.17
177,08/2021,542.06,949.32,232.23
177,09/2021,650.75,1496.72,59.55
177,10/2021,406.73,1437.72,454.56
177,11/2021,335.73,4.28,442.05
177,12/2021,224.97,1067.51,194.14
177,01/2022,199.85,469.08,140.87
177,02/2022,418.61,119.22,63.2
177,03/2022,774.09,690.1,152.16
177,04/2022,352.38,1487.76,68.18
177,05/2022,89.57,226.69,95.76
177,06/2022,462.5,127.68,443.7
177,07/2022,363.59,804.96,437.69
177,08/2022,989.2,165.21,486.67
177,09/2022,897.16,731.02,236.09
177,10/2022,940.41,134.55,464.64
177,11/2022,881.17,560.52,415.5
177,12/2022,633.38,1433.15,242.53
177,01/2023,121.63,1218.92,87.38
177,02/2023,929.77,558.0,251.65
177,03/2023,522.84,1375.56,95.97
177,04/2023,930.8,304.24,138.77
177,05/2023,950.63,739.05,362.64
177,06/2023,348.19,645.83,271.41
177,07/2023,835.2,782.78,330.19
178,01/2021,579.09,1378.9,354.09
178,02/2021,167.42,157.2,188.01
178,03/2021,12.29,136.91,283.88
178,04/2021,634.18,838.27,126.38
178,05/2021,852.77,1481.52,271.66
178,06/2021,280.82,898.94,404.23
178,07/2021,574.43,158.07,122.44
178,08/2021,928.23,59.19,400.37
178,09/2021,399.67,83.92,495.17
178,10/2021,422.19,187.79,12.22
178,11/2021,32.86,1396.84,342.71
178,12/2021,941.87,1235.26,481.99
178,01/2022,207.8,1006.43,238.65
178,02/2022,481.15,877.6,314.22
178,03/2022,184.58,1045.66,477.99
178,04/2022,964.57,1249.11,23.55
178,05/2022,887.52,54.17,436.86
178,06/2022,450.69,1202.94,325.39
178,07/2022,241.62,267.27,302.18
178,08/2022,347.74,267.8,424.11
178,09/2022,550.45,997.17,421.91
178,10/2022,695.07,1155.64,28.78
178,11/2022,688.26,590.24,243.39
178,12/2022,583.17,981.73,221.94
178,01/2023,829.27,674.21,350.8
178,02/2023,160.01,331.34,94.17
178,03/2023,310.09,292.53,167.76
178,04/2023,235.25,1243.15,431.01
178,05/2023,568.74,754.85,198.43
178,06/2023,384.02,1329.44,413.2
178,07/2023,511.96,902.92,490.83
179,01/2021,892.12,141.55,58.81
179,02/2021,42.08,51.0,435.95
179,03/2021,193.32,892.97,413.52
179,04/2021,177.52,384.51,100.32
179,05/2021,69.81,687.18,84.96
179,06/2021,817.51,1096.04,103.39
179,07/2021,198.85,319.61,456.95
179,08/2021,852.54,632.54,258.55
179,09/2021,877.24,589.71,303.58
179,10/2021,872.11,175.91,119.2
179,11/2021,42.02,1231.93,268.74
179,12/2021,358.94,617.47,319.56
179,01/2022,3.65,511.54,356.18
179,02/2022,531.17,496.84,107.9
179,03/2022,415.32,38.75,432.68
179,04/2022,250.28,1126.96,347.09
179,05/2022,708.37,1134.18,452.96
179,06/2022,947.71,968.63,334.31
179,07/2022,314.79,91.51,429.67
179,08/2022,787.29,932.98,104.47
179,09/2022,621.45,870.78,493.08
179,10/2022,946.94,324.46,462.22
179,11/2022,744.03,684.57,116.75
179,12/2022,908.01,1159.64,377.81
179,01/2023,641.82,56.38,138.12
179,02/2023,400.16,418.92,360.8
179,03/2023,876.81,330.33,283.23
179,04/2023,402.9,1011.24,279.03
179,05/2023,633.86,1490.63,285.5
179,06/2023,683.18,452.53,490.98
179,07/2023,441.53,235.12,158.22
180,01/2021,808.19,1174.44,208.9
180,02/2021,765.32,1476.62,368.41
180,03/2021,744.55,188.26,450.56
180,04/2021,847.45,125.76,43.93
180,05/2021,465.17,1125.18,413.68
180,06/2021,760.22,338.88,294.31
180,07/2021,900.56,403.82,227.67
180,08/2021,221.17,712.06,471.42
180,09/2021,807.66,1020.62,445.14
180,10/2021,406.7,267.87,445.13
180,11/2021,882.01,469.3,210.93
180,12/2021,922.98,844.23,98.19
180,01/2022,303.63,1400.27,148.66
180,02/2022,969.35,675.6,299.09
180,03/2022,804.05,1347.68,435.22
180,04/2022,345.88,1322.05,482.24
180,05/2022,122.03,381.06,325.34
180,06/2022,303.39,823.4,181.74
180,07/2022,207.62,321.75,344.33
180,08/2022,662.3,682.03,356.87
180,09/2022,957.59,171.78,451.11
180,10/2022,838.98,757.51,250.96
180,11/2022,834.69,939.47,478.89
180,12/2022,890.05,365.44,497.68
180,01/2023,237.71,166.69,115.67
180,02/2023,145.9,1017.19,453.49
180,03/2023,764.01,694.74,423.63
180,04/2023,946.05,753.77,278.01
180,05/2023,653.47,856.72,102.78
180,06/2023,183.21,1486.82,463.0
180,07/2023,290.07,267.62,85.02
181,01/2021,682.31,144.3,234.02
181,02/2021,904.67,1175.93,103.37
181,03/2021,64.8,1257.21,155.35
181,04/2021,467.47,1055.79,394.38
181,05/2021,279.99,760.43,268.44
181,06/2021,44.54,1027.33,432.6
181,07/2021,693.87,604.18,296.08
181,08/2021,944.78,845.08,261.24
181,09/2021,32.69,447.2,230.48
181,10/2021,370.29,1017.15,451.99
181,11/2021,385.67,660.86,384.73
181,12/2021,507.19,472.16,417.38
181,01/2022,98.51,674.15,282.39
181,02/2022,847.21,922.98,362.9
181,03/2022,880.57,1292.63,143.6
181,04/2022,624.64,902.72,218.79
181,05/2022,240.66,593.84,335.64
181,06/2022,121.44,1316.95,94.61
181,07/2022,322.23,567.87,23.19
181,08/2022,108.96,912.66,334.92
181,09/2022,311.2,720.46,447.01
181,10/2022,92.57,798.81,18.92
181,11/2022,476.16,922.29,57.44
181,12/2022,472.71,514.55,485.39
181,01/2023,175.03,1063.68,277.6
181,02/2023,796.42,673.17,296.15
181,03/2023,824.76,507.63,159.9
181,04/2023,667.73,422.06,98.01
181,05/2023,984.49,440.91,432.87
181,06/2023,765.91,1132.72,177.92
181,07/2023,31.58,743.58,137.36
182,01/2021,228.99,1105.16,483.95
182,02/2021,308.47,749.03,325.01
182,03/2021,797.85,761.35,130.96
182,04/2021,635.37,680.24,180.73
182,05/2021,393.19,959.36,470.03
182,06/2021,479.41,349.41,460.44
182,07/2021,818.89,1123.95,233.87
182,08/2021,669.95,1340.3,45.17
182,09/2021,954.26,1118.54,17.29
182,10/2021,662.57,668.8,411.52
182,11/2021,796.29,1289.47,70.65
182,12/2021,497.49,428.42,429.41
182,01/2022,776.64,239.07,371.38
182,02/2022,893.73,852.77,108.39
182,03/2022,910.64,1145.6,121.93
182,04/2022,241.52,390.42,436.35
182,05/2022,854.74,361.2,406.11
182,06/2022,256.11,974.61,447.37
182,07/2022,221.06,464.34,33.59
182,08/2022,442.4,1455.81,223.95
182,09/2022,145.53,685.14,242.18
182,10/2022,44.39,697.43,314.09
182,11/2022,934.82,594.66,112.73
182,12/2022,128.27,1120.02,101.29
182,01/2023,673.43,1278.33,192.24
182,02/2023,180.73,955.91,279.33
182,03/2023,88.56,1127.17,163.77
182,04/2023,98.18,1499.87,266.25
182,05/2023,288.4,1009.82,39.86
182,06/2023,166.24,1098.83,133.44
182,07/2023,678.45,1263.68,240.4
183,01/2021,46.44,1363.13,398.5
183,02/2021,659.42,1209.63,16.2
183,03/2021,111.49,1247.97,395.41
183,04/2021,585.49,334.98,27.47
183,05/2021,158.33,1232.15,11.91
183,06/2021,97.38,380.33,306.03
183,07/2021,118.51,1317.2,120.56
183,08/2021,27.86,860.34,189.62
183,09/2021,595.96,1024.64,39.43
183,10/2021,882.35,379.55,127.86
183,11/2021,246.77,499.31,404.46
183,12/2021,31.65,1125.58,32.72
183,01/2022,583.16,313.46,326.25
183,02/2022,29.02,959.53,171.63
183,03/2022,459.09,1461.78,377.39
183,04/2022,214.98,79.83,460.02
183,05/2022,632.47,1396.1,246.72
183,06/2022,994.76,1496.79,64.18
183,07/2022,61.17,1340.92,357.38
183,08/2022,340.95,597.14,234.58
183,09/2022,19.02,632.68,348.88
183,10/2022,268.78,1384.66,260.59
183,11/2022,820.61,1472.7,491.7
183,12/2022,264.43,267.77,373.92
183,01/2023,286.65,950.57,197.29
183,02/2023,525.39,1392.17,481.28
183,03/2023,443.99,1252.08,461.5
183,04/2023,715.53,1127.27,128.5
183,05/2023,713.4,170.6,423.81
183,06/2023,43.14,1448.51,421.62
183,07/2023,512.91,1166.84,236.21
184,01/2021,306.17,591.63,39.92
184,02/2021,998.45,31.96,393.71
184,03/2021,371.83,902.42,94.7
184,04/2021,846.23,1002.4,132.17
184,05/2021,137.7,1052.85,434.5
184,06/2021,575.43,1043.41,436.2
184,07/2021,550.22,550.68,255.24
184,08/2021,677.5,193.82,301.79
184,09/2021,23.59,976.43,389.02
184,10/2021,195.34,268.9,234.14
184,11/2021,538.46,1428.88,413.06
184,12/2021,508.44,611.84,400.43
184,01/2022,598.41,886.09,462.16
184,02/2022,308.25,1102.12,313.4
184,03/2022,991.89,1218.5,97.43
184,04/2022,690.45,379.66,211.58
184,05/2022,869.44,118.95,56.14
184,06/2022,483.0,841.34,4.09
184,07/2022,533.86,294.12,327.49
184,08/2022,790.1,167.51,168.55
184,09/2022,115.58,388.05,101.85
184,10/2022,863.44,1029.73,5.46
184,11/2022,577.93,719.2,380.41
184,12/2022,527.52,1278.56,28.88
184,01/2023,926.99,594.29,180.61
184,02/2023,313.33,1140.54,289.05
184,03/2023,57.46,1056.42,126.33
184,04/2023,420.25,1067.14,253.98
184,05/2023,196.52,802.22,182.68
184,06/2023,39.49,462.77,371.56
184,07/2023,337.42,909.42,159.98
185,01/2021,407.64,917.56,147.94
185,02/2021,113.61,414.11,331.57
185,03/2021,51.21,398.89,498.12
185,04/2021,78.12,948.69,164.68
185,05/2021,542.83,783.67,168.64
185,06/2021,890.04,294.96,440.08
185,07/2021,904.43,1001.17,91.5
185,08/2021,576.95,1020.79,68.83
185,09/2021,681.98,420.56,226.91
185,10/2021,358.05,1183.76,367.82
185,11/2021,670.29,788.1,8.05
185,12/2021,474.97,543.27,201.17
185,01/2022,94.99,79.53,334.86
185,02/2022,615.13,1470.95,146.99
185,03/2022,33.05,464.13,75.37
185,04/2022,260.24,1459.21,232.4
185,05/2022,791.54,671.39,45.66
185,06/2022,613.59,974.7,132.71
185,07/2022,396.15,1067.08,37.31
185,08/2022,541.46,393.93,444.09
185,09/2022,192.97,204.09,330.11
185,10/2022,619.44,1058.33,241.77
185,11/2022,177.86,12.62,313.04
185,12/2022,700.52,330.72,9.49
185,01/2023,458.43,1343.48,255.62
185,02/2023,582.65,1203.07,22.16
185,03/2023,248.58,653.07,272.9
185,04/2023,767.51,309.87,421.46
185,05/2023,812.42,716.05,399.65
185,06/2023,762.78,1218.95,291.25
185,07/2023,951.89,639.26,150.17
186,01/2021,913.45,956.9,405.52
186,02/2021,398.06,709.01,322.56
186,03/2021,331.48,452.27,95.24
186,04/2021,9.68,1439.27,388.65
186,05/2021,822.39,601.12,329.26
186,06/2021,66.1,148.72,7.02
186,07/2021,867.99,235.41,350.8
186,08/2021,614.06,1291.95,152.66
186,09/2021,355.37,875.49,300.6
186,10/2021,627.37,758.56,499.87
186,11/2021,968.91,1388.38,1.32
186,12/2021,678.94,219.45,403.93
186,01/2022,412.96,658.76,221.16
186,02/2022,10.01,612.83,142.67
186,03/2022,425.61,912.41,171.48
186,04/2022,65.97,272.25,409.72
186,05/2022,439.66,1469.86,132.47
186,06/2022,298.49,1128.41,354.7
186,07/2022,488.31,390.98,447.16
186,08/2022,508.58,1490.09,434.24
186,09/2022,413.56,1171.97,410.31
186,10/2022,68.23,912.49,148.89
186,11/2022,767.21,195.11,95.82
186,12/2022,120.44,1193.04,394.27
186,01/2023,25.67,823.31,438.96
186,02/2023,400.57,257.46,249.4
186,03/2023,577.93,755.91,387.72
186,04/2023,354.03,600.55,39.07
186,05/2023,766.82,419.69,102.83
186,06/2023,871.89,946.25,396.99
186,07/2023,612.83,71.67,79.84
187,01/2021,269.31,491.62,296.11
187,02/2021,491.71,809.6,248.9
187,03/2021,577.49,726.27,441.55
187,04/2021,591.24,568.65,338.86
187,05/2021,325.03,912.72,155.54
187,06/2021,932.58,887.0,353.57
187,07/2021,606.12,665.94,284.51
187,08/2021,499.58,186.05,378.25
187,09/2021,586.23,314.51,481.4
187,10/2021,271.96,359.85,199.87
187,11/2021,68.83,683.13,93.26
187,12/2021,80.24,612.2,416.27
187,01/2022,625.52,581.5,389.6
187,02/2022,470.68,994.32,146.3
187,03/2022,377.66,7.74,275.9
187,04/2022,734.48,1120.45,400.71
187,05/2022,473.46,47.37,455.3
187,06/2022,368.13,633.72,239.05
187,07/2022,265.38,702.4,116.63
187,08/2022,209.18,585.65,152.66
187,09/2022,815.18,453.92,368.53
187,10/2022,207.84,299.38,59.16
187,11/2022,182.39,950.28,175.54
187,12/2022,978.35,680.29,308.84
187,01/2023,872.5,1113.89,210.86
187,02/2023,529.69,294.32,344.8
187,03/2023,966.14,991.47,182.39
187,04/2023,225.19,300.96,42.56
187,05/2023,58.69,1489.63,380.8
187,06/2023,640.9,867.6,472.53
187,07/2023,368.46,972.85,193.01
188,01/2021,492.41,502.0,385.12
188,02/2021,836.76,1265.26,459.04
188,03/2021,935.15,18.55,262.13
188,04/2021,143.39,11.55,13.94
188,05/2021,680.15,237.18,142.17
188,06/2021,960.29,677.92,358.25
188,07/2021,770.21,499.7,192.14
188,08/2021,7.77,932.98,351.17
188,09/2021,331.86,983.84,251.05
188,10/2021,329.7,93.7,361.36
188,11/2021,507.6,1457.5,313.82
188,12/2021,639.8,1030.61,139.87
188,01/2022,469.66,769.74,365.54
188,02/2022,209.69,1055.48,70.08
188,03/2022,494.17,1217.41,90.42
188,04/2022,444.54,528.74,141.04
188,05/2022,474.39,849.31,341.92
188,06/2022,136.83,22.72,389.14
188,07/2022,802.46,1285.98,313.01
188,08/2022,63.94,1265.91,256.47
188,09/2022,368.32,259.66,136.74
188,10/2022,474.39,1231.14,4.21
188,11/2022,472.2,78.76,325.42
188,12/2022,933.82,1250.47,422.28
188,01/2023,37.14,825.71,380.84
188,02/2023,148.69,70.38,456.17
188,03/2023,838.61,1479.92,280.76
188,04/2023,721.6,776.37,158.09
188,05/2023,49.62,1142.95,484.07
188,06/2023,521.96,902.38,110.1
188,07/2023,102.22,241.42,450.71
189,01/2021,605.47,1137.46,170.29
189,02/2021,88.64,868.22,377.5
189,03/2021,627.18,1366.21,350.65
189,04/2021,186.12,113.77,257.93
189,05/2021,717.42,946.62,210.94
189,06/2021,428.63,835.43,60.33
189,07/2021,187.69,1475.9,29.56
189,08/2021,162.36,1091.38,74.21
189,09/2021,606.61,949.15,36.61
189,10/2021,887.0,619.24,42.81
189,11/2021,338.85,230.82,394.73
189,12/2021,766.17,391.31,25.19
189,01/2022,870.83,716.81,217.36
189,02/2022,690.52,1068.58,377.62
189,03/2022,668.87,911.15,219.95
189,04/2022,981.81,728.45,393.5
189,05/2022,219.62,903.99,129.65
189,06/2022,990.31,375.48,382.41
189,07/2022,888.62,1453.44,126.26
189,08/2022,549.37,219.25,466.63
189,09/2022,200.48,1447.13,375.61
189,10/2022,873.44,116.6,446.38
189,11/2022,634.55,1349.83,474.41
189,12/2022,205.85,1181.29,401.99
189,01/2023,709.67,217.75,55.29
189,02/2023,751.73,484.4,167.06
189,03/2023,539.51,961.74,205.89
189,04/2023,499.09,629.23,166.97
189,05/2023,462.3,471.82,83.99
189,06/2023,779.8,21.73,240.89
189,07/2023,256.51,272.22,19.77
190,01/2021,988.8,1416.48,381.52
190,02/2021,432.18,253.22,480.68
190,03/2021,823.27,876.18,199.41
190,04/2021,148.68,1352.36,213.35
190,05/2021,840.73,423.89,454.06
190,06/2021,322.11,937.26,423.51
190,07/2021,824.58,1480.81,26.1
190,08/2021,700.1,785.9,129.47
190,09/2021,713.18,605.26,455.51
190,10/2021,434.63,721.86,363.44
190,11/2021,718.67,698.79,464.92
190,12/2021,107.88,142.68,257.81
190,01/2022,49.28,1089.96,482.92
190,02/2022,133.76,1382.41,148.41
190,03/2022,499.66,1105.92,429.3
190,04/2022,193.13,1005.51,396.54
190,05/2022,825.6,598.32,411.62
190,06/2022,65.99,1427.18,185.91
190,07/2022,382.99,454.37,234.75
190,08/2022,607.33,501.99,70.19
190,09/2022,863.45,1441.59,384.94
190,10/2022,666.52,555.34,50.7
190,11/2022,893.68,69.75,132.33
190,12/2022,702.0,633.22,291.07
190,01/2023,388.47,731.28,378.54
190,02/2023,394.52,1086.07,187.91
190,03/2023,109.47,1295.88,102.97
190,04/2023,231.05,1426.02,284.59
190,05/2023,65.45,711.54,203.64
190,06/2023,395.24,1251.67,450.25
190,07/2023,633.24,701.26,238.13
191,01/2021,987.69,210.7,301.05
191,02/2021,289.48,176.15,493.1
191,03/2021,88.9,962.02,491.96
191,04/2021,348.03,401.92,119.48
191,05/2021,817.77,412.01,158.63
191,06/2021,961.32,157.22,124.71
191,07/2021,420.87,400.09,47.47
191,08/2021,335.8,39.0,230.1
191,09/2021,3.14,1432.64,497.54
191,10/2021,129.63,376.03,138.41
191,11/2021,545.24,317.91,294.88
191,12/2021,297.94,113.33,224.17
191,01/2022,393.6,716.35,166.15
191,02/2022,702.05,168.96,162.43
191,03/2022,954.47,923.53,102.17
191,04/2022,878.22,610.41,172.03
191,05/2022,849.99,158.96,399.36
191,06/2022,702.36,706.99,204.61
191,07/2022,346.35,909.7,231.42
191,08/2022,990.3,1267.54,312.97
191,09/2022,75.93,369.11,340.38
191,10/2022,813.68,100.08,199.5
191,11/2022,697.25,566.82,310.92
191,12/2022,143.6,316.72,264.36
191,01/2023,134.5,407.85,430.37
191,02/2023,396.54,228.47,438.78
191,03/2023,312.2,1030.56,332.98
191,04/2023,530.48,358.01,138.26
191,05/2023,145.88,1257.14,130.39
191,06/2023,620.5,384.35,470.79
191,07/2023,349.73,621.81,112.44
192,01/2021,328.49,768.51,249.72
192,02/2021,549.98,786.68,410.9
192,03/2021,865.65,1401.83,103.51
192,04/2021,981.19,1390.35,128.97
192,05/2021,141.1,171.82,438.09
192,06/2021,365.91,1284.7,413.5
192,07/2021,262.24,1442.15,362.93
192,08/2021,480.2,1141.63,125.46
192,09/2021,422.5,1199.27,310.0
192,10/2021,357.88,493.69,44.85
192,11/2021,761.89,574.8,220.57
192,12/2021,497.11,1065.66,115.04
192,01/2022,150.64,1402.87,88.44
192,02/2022,659.41,18.12,354.1
192,03/2022,497.85,531.88,492.46
192,04/2022,26.73,594.57,429.37
192,05/2022,338.34,968.71,374.24
192,06/2022,631.67,299.08,307.17
192,07/2022,295.74,767.08,486.07
192,08/2022,797.98,1321.96,9.81
192,09/2022,387.35,947.92,176.53
192,10/2022,592.01,413.41,471.4
192,11/2022,775.77,144.5,245.99
192,12/2022,905.25,145.48,300.84
192,01/2023,10.35,936.1,361.63
192,02/2023,992.73,1361.26,176.31
192,03/2023,384.22,762.95,149.1
192,04/2023,253.93,1259.19,321.07
192,05/2023,984.44,1113.17,86.8
192,06/2023,652.2,1109.43,26.01
192,07/2023,352.53,804.62,52.73
193,01/2021,513.96,1164.6,37.77
193,02/2021,73.31,702.98,416.73
193,03/2021,780.82,1436.93,459.44
193,04/2021,597.13,287.2,219.54
193,05/2021,906.05,1030.58,18.65
193,06/2021,25.6,317.47,432.24
193,07/2021,330.51,1204.41,37.78
193,08/2021,362.47,539.25,418.77
193,09/2021,486.47,1298.68,112.97
193,10/2021,634.96,620.11,254.66
193,11/2021,546.19,483.16,384.51
193,12/2021,411.19,1354.16,242.67
193,01/2022,801.17,641.07,436.05
193,02/2022,546.63,238.72,125.18
193,03/2022,947.16,1478.88,154.81
193,04/2022,580.42,1096.06,102.01
193,05/2022,616.91,1469.92,116.29
193,06/2022,68.75,901.4,189.46
193,07/2022,299.85,675.53,127.17
193,08/2022,870.26,877.6,249.25
193,09/2022,444.87,36.62,276.22
193,10/2022,671.44,345.19,155.87
193,11/2022,980.51,1161.92,437.91
193,12/2022,135.18,984.25,499.65
193,01/2023,415.98,1111.52,116.19
193,02/2023,413.4,111.03,32.01
193,03/2023,293.21,843.58,88.56
193,04/2023,560.55,769.05,379.14
193,05/2023,432.53,374.88,106.19
193,06/2023,585.54,926.45,288.21
193,07/2023,990.93,34.59,496.15
194,01/2021,917.13,138.27,473.26
194,02/2021,827.26,547.66,271.24
194,03/2021,634.85,633.21,382.4
